73145,2015
125,2015
158,2015
314,2015
4522,2015
1507,2015
143,2015
266,2015
1202,2015
417,2015
118,2015
176,2015
243,2015
234,2015
845,2015
342,2015
439,2015
383,2015
6294,2015
145,2015
281,2015
193,2015
209,2015
105,2015
276,2015
423,2015
177,2015
8782,2015
25142,2015
92859,2015
384,2015
328,2015
392,2015
6010,2015
124,2015
2324,2015
285,2015
105,2015
1445,2015
4244,2015
549,2015
217,2015
266,2015
266,2015
702,2015
1451,2015
156,2015
441,2015
509,2015
560,2015
18642,2015
150,2015
207,2015
101,2015
372,2015
260,2015
365,2015
303,2015
354,2015
901,2015
246,2015
11575,2015
30840,2015
30910,2015
183,2015
2490,2015
350,2015
183,2015
314,2015
2987,2015
210,2015
110,2015
130,2015
103,2015
181,2015
118,2015
105,2015
226,2015
1873,2015
150,2015
109,2015
111,2015
170,2015
401,2015
5526,2015
11070,2015
76722,2015
158,2015
138,2015
309,2015
4203,2015
1521,2015
143,2015
271,2015
1623,2015
444,2015
123,2015
185,2015
248,2015
245,2015
857,2015
356,2015
438,2015
372,2015
6251,2015
148,2015
287,2015
195,2015
228,2015
110,2015
283,2015
452,2015
180,2015
9315,2015
24443,2015
78418,2015
159,2015
208,2015
309,2015
4189,2015
1525,2015
146,2015
414,2015
1624,2015
440,2015
122,2015
185,2015
247,2015
245,2015
1380,2015
352,2015
436,2015
367,2015
6676,2015
150,2015
284,2015
202,2015
235,2015
121,2015
279,2015
480,2015
180,2015
9783,2015
24092,2015
404,2015
281,2015
161,2015
734,2015
405,2015
26483,2015
110,2015
135,2015
120,2015
2462,2015
685,2015
243,2015
1283,2015
210,2015
121,2015
126,2015
181,2015
169,2015
131,2015
193,2015
1193,2015
166,2015
335,2015
4059,2015
11468,2015
68351,2015
110,2015
192,2015
2497,2015
1137,2015
130,2015
969,2015
228,2015
102,2015
123,2015
248,2015
180,2015
268,2015
131,2015
312,2015
3007,2015
100,2015
159,2015
130,2015
153,2015
245,2015
119,2015
3754,2015
12053,2015
161,2015
407,2015
309,2015
405,2015
492,2015
393,2015
1346,2015
86366,2015
210,2015
225,2015
361,2015
4836,2015
116,2015
1969,2015
480,2015
3410,2015
536,2015
152,2015
211,2015
259,2015
339,2015
890,2015
418,2015
481,2015
436,2015
6805,2015
107,2015
186,2015
336,2015
248,2015
266,2015
159,2015
229,2015
520,2015
234,2015
9222,2015
25932,2015
174,2015
423,2015
161,2015
997,2015
88867,2015
180,2015
215,2015
400,2015
4064,2015
109,2015
1416,2015
145,2015
395,2015
1882,2015
506,2015
140,2015
217,2015
232,2015
315,2015
358,2015
384,2015
464,2015
403,2015
4427,2015
100,2015
170,2015
286,2015
236,2015
286,2015
148,2015
251,2015
393,2015
174,2015
8628,2015
22088,2015
130,2016
69327,2016
142,2016
230,2016
203,2016
5187,2016
2027,2016
131,2016
340,2016
1711,2016
258,2016
167,2016
216,2016
265,2016
188,2016
784,2016
280,2016
397,2016
445,2016
7154,2016
113,2016
205,2016
118,2016
120,2016
160,2016
233,2016
185,2016
167,2016
257,2016
477,2016
175,2016
11409,2016
24494,2016
201,2016
118394,2016
459,2016
299,2016
278,2016
6152,2016
191,2016
3519,2016
305,2016
132,2016
1303,2016
5128,2016
326,2016
318,2016
138,2016
353,2016
410,2016
745,2016
1228,2016
236,2016
420,2016
491,2016
677,2016
25727,2016
160,2016
299,2016
171,2016
122,2016
222,2016
371,2016
410,2016
518,2016
374,2016
1374,2016
235,2016
15232,2016
29083,2016
60733,2016
273,2016
228,2016
205,2016
4018,2016
121,2016
1538,2016
191,2016
100,2016
604,2016
3385,2016
157,2016
118,2016
219,2016
274,2016
326,2016
421,2016
201,2016
309,2016
390,2016
6886,2016
112,2016
127,2016
125,2016
228,2016
198,2016
336,2016
254,2016
791,2016
131,2016
10231,2016
16851,2016
115,2016
139,2016
85665,2016
153,2016
232,2016
218,2016
5236,2016
2117,2016
144,2016
236,2016
1807,2016
294,2016
200,2016
107,2016
244,2016
329,2016
216,2016
845,2016
106,2016
335,2016
444,2016
463,2016
6006,2016
114,2016
227,2016
127,2016
139,2016
181,2016
307,2016
228,2016
179,2016
266,2016
476,2016
197,2016
11527,2016
25195,2016
139,2016
86110,2016
180,2016
244,2016
220,2016
5364,2016
2329,2016
148,2016
298,2016
2147,2016
292,2016
207,2016
114,2016
251,2016
329,2016
219,2016
1145,2016
118,2016
341,2016
445,2016
484,2016
7464,2016
118,2016
227,2016
127,2016
139,2016
181,2016
310,2016
244,2016
182,2016
271,2016
526,2016
200,2016
12301,2016
25631,2016
22615,2016
221,2016
278,2016
100,2016
1631,2016
944,2016
1718,2016
770,2016
297,2016
44698,2016
2599,2016
1199,2016
244,2016
547,2016
116,2016
105,2016
104,2016
196,2016
506,2016
115,2016
159,2016
178,2016
293,2016
3745,2016
123,2016
158,2016
142,2016
104,2016
160,2016
3478,2016
13655,2016
52768,2016
2261,2016
1513,2016
142,2016
1209,2016
105,2016
136,2016
126,2016
200,2016
116,2016
114,2016
145,2016
168,2016
105,2016
316,2016
4799,2016
183,2016
136,2016
152,2016
241,2016
3391,2016
10265,2016
209,2016
800,2016
1336,2016
259,2016
404,2016
115,2016
167,2016
103251,2016
193,2016
239,2016
246,2016
5295,2016
122,2016
2491,2016
173,2016
611,2016
2192,2016
319,2016
214,2016
117,2016
274,2016
393,2016
425,2016
864,2016
146,2016
367,2016
453,2016
504,2016
5802,2016
115,2016
276,2016
131,2016
184,2016
327,2016
245,2016
352,2016
298,2016
687,2016
199,2016
10656,2016
24987,2016
157,2016
98383,2016
191,2016
239,2016
249,2016
5299,2016
131,2016
2485,2016
164,2016
361,2016
2357,2016
267,2016
237,2016
130,2016
285,2016
